YY,MM,RR
1968,6,-3.9622641509
1968,6,-2.6622641509
1968,6,-3.9622641509
1968,6,0.8377358491
1968,6,11.6377358491
1968,6,-1.8622641509
1968,6,6.9377358491
1968,6,-2.6622641509
1968,6,5.0377358491
1968,6,7.9377358491
1968,7,3.6377358491
1968,7,-1.5622641509
1968,7,0.1377358491
1968,7,9.7377358491
1968,7,18.6377358491
1968,7,4.4377358491
1968,7,-3.9622641509
1968,7,-3.9622641509
1968,7,9.5377358491
1968,7,-3.1622641509
1968,7,-3.1622641509
1968,7,-2.9622641509
1968,7,-3.9622641509
1968,7,-3.9622641509
1968,7,28.3377358491
1968,7,24.5377358491
1968,7,1.8377358491
1968,7,-3.6622641509
1968,7,36.9377358491
1968,7,18.9377358491
1968,7,2.2377358491
1968,7,69.7377358491
1968,7,148.9377358491
1968,7,367.3377358491
1968,7,105.0377358491
1968,7,79.6377358491
1968,7,11.6377358491
1968,7,11.8377358491
1968,7,0.1377358491
1968,7,1.9377358491
1968,7,-3.9622641509
1968,8,5.1377358491
1968,8,18.4377358491
1968,8,18.1377358491
1968,8,1.4377358491
1968,8,12.8377358491
1968,8,11.3377358491
1968,8,6.7377358491
1968,8,1.1377358491
1968,8,8.7377358491
1968,8,5.2377358491
1968,8,-3.9622641509
1968,8,0.5377358491
1968,8,4.4377358491
1968,8,2.4377358491
1968,8,9.7377358491
1968,8,1.1377358491
1968,8,4.1377358491
1968,8,17.3377358491
1968,8,360.1377358491
1968,8,48.2377358491
1968,8,37.9377358491
1968,8,-2.1622641509
1968,8,12.5377358491
1968,8,18.7377358491
1968,8,125.1377358491
1968,8,43.8377358491
1968,8,197.5377358491
1968,8,228.9377358491
1968,8,153.5377358491
1968,8,131.9377358491
1968,8,68.1377358491
1968,9,-2.6622641509
1968,9,-3.9622641509
1968,9,11.5377358491
1968,9,198.1377358491
1968,9,139.3377358491
1968,9,67.4377358491
1968,9,41.7377358491
1968,9,48.4377358491
1968,9,0.6377358491
1968,9,4.9377358491
1968,9,-0.5622641509
1968,9,20.9377358491
1968,9,7.2377358491
1968,9,-3.9622641509
1968,9,-3.9622641509
1968,9,-3.9622641509
1968,9,-3.1622641509
1968,9,-3.9622641509
1968,9,3.2377358491
1968,9,-1.1622641509
1968,9,0.4377358491
1968,9,0.1377358491
1968,9,-1.4622641509
1968,9,-1.6622641509
1968,9,1.8377358491
1968,9,-3.9622641509
1968,9,47.6377358491
1968,9,645.7377358491
1968,9,153.0377358491
1968,9,3.9377358491
1969,5,-1.6622641509
1969,5,-3.9622641509
1969,5,30.8377358491
1969,5,-3.9622641509
1969,5,10.7377358491
1969,5,7.9377358491
1969,5,-3.9622641509
1969,5,-3.9622641509
1969,5,-3.6622641509
1969,5,-3.6622641509
1969,5,-3.1622641509
1969,5,-0.6622641509
1969,5,-0.9622641509
1969,5,-3.9622641509
1969,5,25.5377358491
1969,5,-3.9622641509
1969,5,45.8377358491
1969,5,11.8377358491
1969,5,21.7377358491
1969,5,-2.6622641509
1969,5,-3.9622641509
1969,5,-3.9622641509
1969,5,-0.4622641509
1969,5,21.7377358491
1969,5,-2.3622641509
1969,5,20.6377358491
1969,5,10.8377358491
1969,5,47.1377358491
1969,5,12.5377358491
1969,5,-2.9622641509
1969,5,7.7377358491
1969,6,-3.9622641509
1969,6,21.5377358491
1969,6,-2.4622641509
1969,6,14.1377358491
1969,6,7.5377358491
1969,6,-1.1622641509
1969,6,-0.1622641509
1969,6,75.8377358491
1969,6,7.2377358491
1969,6,9.0377358491
1969,6,14.6377358491
1969,6,13.8377358491
1969,6,24.1377358491
1969,6,8.7377358491
1969,6,31.9377358491
1969,6,21.1377358491
1969,6,-0.3622641509
1969,6,26.7377358491
1969,6,-3.6622641509
1969,6,6.7377358491
1969,6,-3.9622641509
1969,6,-3.9622641509
1969,6,-3.9622641509
1969,6,-2.9622641509
1969,6,5.7377358491
1969,6,-3.3622641509
1969,6,8.7377358491
1969,6,-3.9622641509
1969,6,-3.9622641509
1969,6,3.6377358491
1969,7,-3.1622641509
1969,7,56.8377358491
1969,7,4.1377358491
1969,7,22.4377358491
1969,7,0.1377358491
1969,7,-3.9622641509
1969,7,-3.9622641509
1969,7,-2.4622641509
1969,7,-3.6622641509
1969,7,-3.9622641509
1969,7,0.1377358491
1969,7,11.5377358491
1969,7,0.6377358491
1969,7,28.8377358491
1969,7,15.1377358491
1969,7,14.3377358491
1969,7,0.1377358491
1969,7,-3.9622641509
1969,7,8.7377358491
1969,7,19.6377358491
1969,7,7.0377358491
1969,7,4.4377358491
1969,7,-1.6622641509
1969,7,1.0377358491
1969,7,4.7377358491
1969,7,508.2377358491
1969,7,231.2377358491
1969,7,99.1377358491
1969,7,45.1377358491
1969,7,30.2377358491
1969,7,1.8377358491
1969,8,15.9377358491
1969,8,53.1377358491
1969,8,45.5377358491
1969,8,59.5377358491
1969,8,165.2377358491
1969,8,5.7377358491
1969,8,32.1377358491
1969,8,77.1377358491
1969,8,-3.6622641509
1969,8,-3.9622641509
1969,8,-3.7622641509
1969,8,-3.9622641509
1969,8,7.4377358491
1969,8,17.6377358491
1969,8,21.7377358491
1969,8,7.9377358491
1969,8,-3.1622641509
1969,8,10.2377358491
1969,8,-3.1622641509
1969,8,-1.1622641509
1969,8,-3.9622641509
1969,8,-3.6622641509
1969,8,-3.4622641509
1969,8,-3.9622641509
1969,8,-3.9622641509
1969,8,24.2377358491
1969,8,-3.9622641509
1969,8,-3.9622641509
1969,8,-3.9622641509
1969,8,7.2377358491
1969,8,-3.6622641509
1969,9,13.3377358491
1969,9,-3.9622641509
1969,9,-3.7622641509
1969,9,-3.1622641509
1969,9,24.8377358491
1969,9,3.4377358491
1969,9,42.3377358491
1969,9,96.4377358491
1969,9,60.3377358491
1969,9,43.0377358491
1969,9,30.5377358491
1969,9,15.1377358491
1969,9,292.1377358491
1969,9,4.4377358491
1969,9,-3.5622641509
1969,9,-3.4622641509
1969,9,-3.1622641509
1969,9,88.4377358491
1969,9,-3.8622641509
1969,9,1.9377358491
1969,9,16.8377358491
1969,9,7.2377358491
1969,9,-3.9622641509
1969,9,-1.4622641509
1969,9,-3.4622641509
1969,9,-3.9622641509
1969,9,5.1377358491
1969,9,31.6377358491
1969,9,-3.9622641509
1969,9,40.5377358491
1970,5,-3.9622641509
1970,5,6.9377358491
1970,5,-3.9622641509
1970,5,-3.9622641509
1970,5,-3.1622641509
1970,5,-2.4622641509
1970,5,12.0377358491
1970,5,-3.9622641509
1970,5,-3.9622641509
1970,5,-3.9622641509
1970,5,-3.9622641509
1970,5,85.2377358491
1970,5,17.6377358491
1970,5,3.9377358491
1970,5,-3.1622641509
1970,5,12.6377358491
1970,5,11.5377358491
1970,5,16.6377358491
1970,5,7.9377358491
1970,5,11.7377358491
1970,5,-3.9622641509
1970,5,-3.9622641509
1970,5,-2.1622641509
1970,5,35.2377358491
1970,5,-3.9622641509
1970,5,-3.1622641509
1970,5,32.1377358491
1970,5,-3.9622641509
1970,5,27.2377358491
1970,5,-1.4622641509
1970,5,-3.9622641509
1970,6,-3.9622641509
1970,6,-2.9622641509
1970,6,8.5377358491
1970,6,13.5377358491
1970,6,-3.4622641509
1970,6,28.0377358491
1970,6,1.4377358491
1970,6,8.5377358491
1970,6,2.1377358491
1970,6,12.3377358491
1970,6,7.7377358491
1970,6,42.0377358491
1970,6,66.3377358491
1970,6,48.5377358491
1970,6,7.5377358491
1970,6,50.9377358491
1970,6,2.1377358491
1970,6,-3.6622641509
1970,6,26.5377358491
1970,6,-3.9622641509
1970,6,-3.9622641509
1970,6,19.2377358491
1970,6,-1.1622641509
1970,6,-2.9622641509
1970,6,-1.4622641509
1970,6,-3.6622641509
1970,6,-3.9622641509
1970,6,-3.9622641509
1970,6,-3.9622641509
1970,6,-3.9622641509
1970,7,-3.9622641509
1970,7,7.7377358491
1970,7,5.2377358491
1970,7,12.5377358491
1970,7,1.7377358491
1970,7,33.6377358491
1970,7,-3.1622641509
1970,7,10.5377358491
1970,7,-3.9622641509
1970,7,-3.9622641509
1970,7,9.0377358491
1970,7,-3.1622641509
1970,7,49.0377358491
1970,7,28.0377358491
1970,7,13.6377358491
1970,7,-1.6622641509
1970,7,-3.9622641509
1970,7,27.5377358491
1970,7,-3.1622641509
1970,7,-0.0622641509
1970,7,-1.9622641509
1970,7,4.0377358491
1970,7,30.5377358491
1970,7,32.9377358491
1970,7,0.6377358491
1970,7,-3.4622641509
1970,7,2.1377358491
1970,7,0.6377358491
1970,7,14.3377358491
1970,7,19.4377358491
1970,7,12.1377358491
1970,8,67.9377358491
1970,8,30.6377358491
1970,8,-3.9622641509
1970,8,-3.4622641509
1970,8,47.1377358491
1970,8,5.9377358491
1970,8,17.6377358491
1970,8,-2.6622641509
1970,8,0.0377358491
1970,8,16.3377358491
1970,8,10.5377358491
1970,8,11.5377358491
1970,8,-2.6622641509
1970,8,-1.1622641509
1970,8,8.5377358491
1970,8,4.6377358491
1970,8,2.3377358491
1970,8,-0.6622641509
1970,8,18.2377358491
1970,8,25.7377358491
1970,8,29.5377358491
1970,8,4.4377358491
1970,8,8.2377358491
1970,8,3.7377358491
1970,8,0.6377358491
1970,8,24.7377358491
1970,8,33.9377358491
1970,8,13.5377358491
1970,8,8.9377358491
1970,8,66.3377358491
1970,8,107.2377358491
1970,9,39.2377358491
1970,9,18.6377358491
1970,9,15.1377358491
1970,9,71.5377358491
1970,9,12.2377358491
1970,9,45.8377358491
1970,9,-3.9622641509
1970,9,-3.9622641509
1970,9,27.8377358491
1970,9,2.7377358491
1970,9,115.7377358491
1970,9,-3.9622641509
1970,9,-3.9622641509
1970,9,0.3377358491
1970,9,39.0377358491
1970,9,-2.9622641509
1970,9,1.4377358491
1970,9,8.5377358491
1970,9,27.7377358491
1970,9,-3.9622641509
1970,9,18.4377358491
1970,9,-3.6622641509
1970,9,-3.9622641509
1970,9,7.5377358491
1970,9,59.3377358491
1970,9,5.1377358491
1970,9,3.9377358491
1970,9,-3.9622641509
1970,9,6.9377358491
1970,9,4.1377358491
1971,5,-3.9622641509
1971,5,8.2377358491
1971,5,2.6377358491
1971,5,-2.1622641509
1971,5,12.5377358491
1971,5,-3.9622641509
1971,5,12.2377358491
1971,5,2.4377358491
1971,5,3.9377358491
1971,5,-1.9622641509
1971,5,-3.9622641509
1971,5,-3.9622641509
1971,5,-3.9622641509
1971,5,-3.9622641509
1971,5,-3.9622641509
1971,5,-3.7622641509
1971,5,22.9377358491
1971,5,-3.9622641509
1971,5,-3.9622641509
1971,5,17.5377358491
1971,5,12.6377358491
1971,5,-1.1622641509
1971,5,-1.6622641509
1971,5,0.3377358491
1971,5,-3.9622641509
1971,5,6.2377358491
1971,5,-2.9622641509
1971,5,-3.9622641509
1971,5,-3.9622641509
1971,5,-3.9622641509
1971,5,3.2377358491
1971,6,0.4377358491
1971,6,-3.6622641509
1971,6,14.0377358491
1971,6,3.4377358491
1971,6,32.8377358491
1971,6,7.2377358491
1971,6,-3.9622641509
1971,6,-3.6622641509
1971,6,0.1377358491
1971,6,11.5377358491
1971,6,24.2377358491
1971,6,-3.9622641509
1971,6,-2.9622641509
1971,6,11.2377358491
1971,6,202.8377358491
1971,6,34.8377358491
1971,6,-1.1622641509
1971,6,-2.1622641509
1971,6,-3.9622641509
1971,6,15.6377358491
1971,6,2.1377358491
1971,6,-1.9622641509
1971,6,28.3377358491
1971,6,0.6377358491
1971,6,-1.3622641509
1971,6,-0.3622641509
1971,6,-3.9622641509
1971,6,8.7377358491
1971,6,2.1377358491
1971,6,3.4377358491
1971,7,-0.1622641509
1971,7,-1.6622641509
1971,7,2.6377358491
1971,7,-3.6622641509
1971,7,-3.1622641509
1971,7,-0.1622641509
1971,7,-1.4622641509
1971,7,20.7377358491
1971,7,1.1377358491
1971,7,4.2377358491
1971,7,-0.1622641509
1971,7,0.4377358491
1971,7,12.0377358491
1971,7,-2.6622641509
1971,7,-1.3622641509
1971,7,12.8377358491
1971,7,44.0377358491
1971,7,33.9377358491
1971,7,375.5377358491
1971,7,299.7377358491
1971,7,99.9377358491
1971,7,-0.9622641509
1971,7,2.5377358491
1971,7,52.9377358491
1971,7,208.6377358491
1971,7,50.6377358491
1971,7,-3.9622641509
1971,7,-3.9622641509
1971,7,0.1377358491
1971,7,2.1377358491
1971,7,-2.6622641509
1971,8,32.7377358491
1971,8,28.8377358491
1971,8,35.9377358491
1971,8,2.7377358491
1971,8,6.9377358491
1971,8,-3.4622641509
1971,8,49.9377358491
1971,8,185.2377358491
1971,8,33.7377358491
1971,8,28.0377358491
1971,8,-2.1622641509
1971,8,-2.1622641509
1971,8,141.0377358491
1971,8,46.3377358491
1971,8,-3.9622641509
1971,8,-3.9622641509
1971,8,-3.9622641509
1971,8,18.9377358491
1971,8,10.0377358491
1971,8,8.2377358491
1971,8,-3.1622641509
1971,8,-3.9622641509
1971,8,-3.9622641509
1971,8,-1.9622641509
1971,8,12.4377358491
1971,8,-2.9622641509
1971,8,18.3377358491
1971,8,-1.9622641509
1971,8,6.4377358491
1971,8,6.9377358491
1971,8,-1.4622641509
1971,9,3.9377358491
1971,9,6.5377358491
1971,9,2.9377358491
1971,9,2.1377358491
1971,9,-3.9622641509
1971,9,28.4377358491
1971,9,-1.6622641509
1971,9,-3.1622641509
1971,9,0.3377358491
1971,9,26.2377358491
1971,9,-2.1622641509
1971,9,4.2377358491
1971,9,7.7377358491
1971,9,12.7377358491
1971,9,24.2377358491
1971,9,-3.6622641509
1971,9,15.1377358491
1971,9,0.8377358491
1971,9,9.5377358491
1971,9,39.5377358491
1971,9,3.9377358491
1971,9,-3.1622641509
1971,9,9.0377358491
1971,9,1.1377358491
1971,9,-3.6622641509
1971,9,42.2377358491
1971,9,64.9377358491
1971,9,-1.6622641509
1971,9,-3.4622641509
1971,9,-3.6622641509
1972,5,-3.9622641509
1972,5,-2.9622641509
1972,5,-3.9622641509
1972,5,-0.6622641509
1972,5,-3.9622641509
1972,5,-3.9622641509
1972,5,-2.6622641509
1972,5,5.9377358491
1972,5,12.5377358491
1972,5,-3.4622641509
1972,5,-3.9622641509
1972,5,-3.9622641509
1972,5,2.6377358491
1972,5,10.8377358491
1972,5,29.5377358491
1972,5,-3.9622641509
1972,5,-2.4622641509
1972,5,13.6377358491
1972,5,10.0377358491
1972,5,52.1377358491
1972,5,7.1377358491
1972,5,35.4377358491
1972,5,1.3377358491
1972,5,12.5377358491
1972,5,2.4377358491
1972,5,-2.9622641509
1972,5,-1.6622641509
1972,5,0.1377358491
1972,5,24.2377358491
1972,5,33.4377358491
1972,5,-3.9622641509
1972,6,-3.9622641509
1972,6,-3.9622641509
1972,6,-2.1622641509
1972,6,-3.9622641509
1972,6,22.9377358491
1972,6,110.8377358491
1972,6,122.2377358491
1972,6,24.7377358491
1972,6,4.9377358491
1972,6,16.9377358491
1972,6,4.6377358491
1972,6,-3.9622641509
1972,6,-3.9622641509
1972,6,-3.9622641509
1972,6,-1.6622641509
1972,6,-3.9622641509
1972,6,-3.9622641509
1972,6,-3.1622641509
1972,6,-3.9622641509
1972,6,11.5377358491
1972,6,36.9377358491
1972,6,-1.1622641509
1972,6,-3.9622641509
1972,6,-1.4622641509
1972,6,20.6377358491
1972,6,-2.1622641509
1972,6,11.5377358491
1972,6,7.4377358491
1972,6,-3.9622641509
1972,6,-3.4622641509
1972,7,30.6377358491
1972,7,9.5377358491
1972,7,78.1377358491
1972,7,1.8377358491
1972,7,-3.6622641509
1972,7,13.0377358491
1972,7,127.4377358491
1972,7,57.3377358491
1972,7,92.3377358491
1972,7,149.9377358491
1972,7,141.0377358491
1972,7,116.8377358491
1972,7,96.4377358491
1972,7,125.4377358491
1972,7,84.9377358491
1972,7,237.1377358491
1972,7,475.6377358491
1972,7,288.6377358491
1972,7,135.0377358491
1972,7,140.6377358491
1972,7,104.8377358491
1972,7,169.1377358491
1972,7,162.7377358491
1972,7,168.7377358491
1972,7,160.3377358491
1972,7,219.8377358491
1972,7,301.7377358491
1972,7,433.3377358491
1972,7,201.6377358491
1972,7,113.3377358491
1972,7,217.3377358491
1972,8,61.9377358491
1972,8,123.9377358491
1972,8,60.5377358491
1972,8,69.9377358491
1972,8,66.4377358491
1972,8,16.1377358491
1972,8,0.6377358491
1972,8,-3.9622641509
1972,8,-2.4622641509
1972,8,0.3377358491
1972,8,32.8377358491
1972,8,8.6377358491
1972,8,14.5377358491
1972,8,27.5377358491
1972,8,75.5377358491
1972,8,159.7377358491
1972,8,92.1377358491
1972,8,18.3377358491
1972,8,-3.9622641509
1972,8,2.1377358491
1972,8,43.8377358491
1972,8,-0.1622641509
1972,8,9.9377358491
1972,8,27.5377358491
1972,8,11.3377358491
1972,8,2.6377358491
1972,8,-3.9622641509
1972,8,8.2377358491
1972,8,-3.9622641509
1972,8,0.0377358491
1972,8,1.6377358491
1972,9,-1.1622641509
1972,9,21.2377358491
1972,9,-1.1622641509
1972,9,13.3377358491
1972,9,2.6377358491
1972,9,2.1377358491
1972,9,17.3377358491
1972,9,-3.6622641509
1972,9,12.8377358491
1972,9,13.2377358491
1972,9,-1.6622641509
1972,9,-3.9622641509
1972,9,0.6377358491
1972,9,-0.8622641509
1972,9,-3.9622641509
1972,9,-3.9622641509
1972,9,5.2377358491
1972,9,31.6377358491
1972,9,13.8377358491
1972,9,-0.0622641509
1972,9,20.4377358491
1972,9,12.0377358491
1972,9,2.6377358491
1972,9,4.6377358491
1972,9,2.1377358491
1972,9,50.1377358491
1972,9,-3.9622641509
1972,9,-3.6622641509
1972,9,18.1377358491
1972,9,-3.1622641509
1973,5,-2.9622641509
1973,5,1.3377358491
1973,5,15.8377358491
1973,5,-3.9622641509
1973,5,-1.8622641509
1973,5,-2.6622641509
1973,5,-1.3622641509
1973,5,7.2377358491
1973,5,-2.9622641509
1973,5,-3.9622641509
1973,5,-3.9622641509
1973,5,-3.9622641509
1973,5,-3.4622641509
1973,5,-0.8622641509
1973,5,-3.6622641509
1973,5,3.1377358491
1973,5,-3.9622641509
1973,5,-3.9622641509
1973,5,-3.1622641509
1973,5,-3.7622641509
1973,5,-3.9622641509
1973,5,-3.9622641509
1973,5,1.1377358491
1973,5,-1.1622641509
1973,5,-3.9622641509
1973,5,-3.9622641509
1973,5,8.5377358491
1973,5,10.2377358491
1973,5,11.3377358491
1973,5,-3.9622641509
1973,5,-3.9622641509
1973,6,-3.4622641509
1973,6,4.9377358491
1973,6,3.1377358491
1973,6,20.1377358491
1973,6,8.5377358491
1973,6,39.2377358491
1973,6,9.2377358491
1973,6,18.6377358491
1973,6,25.2377358491
1973,6,-3.9622641509
1973,6,40.7377358491
1973,6,26.5377358491
1973,6,0.1377358491
1973,6,10.7377358491
1973,6,5.7377358491
1973,6,15.5377358491
1973,6,8.9377358491
1973,6,-1.6622641509
1973,6,7.9377358491
1973,6,-2.4622641509
1973,6,-3.9622641509
1973,6,6.7377358491
1973,6,2.1377358491
1973,6,-3.4622641509
1973,6,-3.9622641509
1973,6,-3.9622641509
1973,6,-0.1622641509
1973,6,7.7377358491
1973,6,8.5377358491
1973,6,10.1377358491
1973,7,13.1377358491
1973,7,-3.6622641509
1973,7,2.4377358491
1973,7,6.2377358491
1973,7,-1.9622641509
1973,7,-0.6622641509
1973,7,-3.4622641509
1973,7,9.4377358491
1973,7,24.7377358491
1973,7,44.3377358491
1973,7,-0.6622641509
1973,7,2.2377358491
1973,7,-0.3622641509
1973,7,37.1377358491
1973,7,37.5377358491
1973,7,5.2377358491
1973,7,11.2377358491
1973,7,37.1377358491
1973,7,16.5377358491
1973,7,7.3377358491
1973,7,-3.9622641509
1973,7,9.2377358491
1973,7,11.7377358491
1973,7,0.3377358491
1973,7,4.6377358491
1973,7,5.7377358491
1973,7,-3.1622641509
1973,7,29.8377358491
1973,7,-3.9622641509
1973,7,-2.6622641509
1973,7,4.1377358491
1973,8,14.8377358491
1973,8,-3.4622641509
1973,8,13.0377358491
1973,8,13.5377358491
1973,8,11.0377358491
1973,8,10.0377358491
1973,8,-1.6622641509
1973,8,26.2377358491
1973,8,20.1377358491
1973,8,18.3377358491
1973,8,1.6377358491
1973,8,10.3377358491
1973,8,1.4377358491
1973,8,-3.4622641509
1973,8,8.2377358491
1973,8,33.3377358491
1973,8,-3.4622641509
1973,8,49.3377358491
1973,8,30.8377358491
1973,8,14.9377358491
1973,8,22.8377358491
1973,8,9.0377358491
1973,8,16.8377358491
1973,8,6.7377358491
1973,8,11.8377358491
1973,8,47.6377358491
1973,8,25.0377358491
1973,8,10.5377358491
1973,8,-2.6622641509
1973,8,-3.1622641509
1973,8,4.6377358491
1973,9,-3.4622641509
1973,9,11.1377358491
1973,9,1.1377358491
1973,9,-3.9622641509
1973,9,-3.6622641509
1973,9,-0.8622641509
1973,9,5.4377358491
1973,9,20.1377358491
1973,9,-3.9622641509
1973,9,-3.1622641509
1973,9,22.9377358491
1973,9,-1.4622641509
1973,9,10.5377358491
1973,9,17.6377358491
1973,9,-2.9622641509
1973,9,-1.6622641509
1973,9,-3.9622641509
1973,9,-3.9622641509
1973,9,-3.9622641509
1973,9,27.0377358491
1973,9,-1.5622641509
1973,9,1.1377358491
1973,9,5.9377358491
1973,9,-3.6622641509
1973,9,-3.9622641509
1973,9,-2.4622641509
1973,9,-0.3622641509
1973,9,22.4377358491
1973,9,13.8377358491
1973,9,-3.9622641509
1974,5,-3.9622641509
1974,5,-1.6622641509
1974,5,-3.9622641509
1974,5,-3.9622641509
1974,5,-3.9622641509
1974,5,5.7377358491
1974,5,27.0377358491
1974,5,-3.4622641509
1974,5,1.1377358491
1974,5,-3.9622641509
1974,5,4.4377358491
1974,5,-2.9622641509
1974,5,-1.1622641509
1974,5,-0.8622641509
1974,5,-3.9622641509
1974,5,19.6377358491
1974,5,-3.9622641509
1974,5,17.6377358491
1974,5,-3.9622641509
1974,5,-3.9622641509
1974,5,-3.9622641509
1974,5,-3.9622641509
1974,5,5.4377358491
1974,5,3.1377358491
1974,5,-3.9622641509
1974,5,16.8377358491
1974,5,24.7377358491
1974,5,-2.9622641509
1974,5,35.6377358491
1974,5,43.3377358491
1974,5,5.4377358491
1974,6,11.2377358491
1974,6,43.7377358491
1974,6,67.6377358491
1974,6,61.1377358491
1974,6,66.4377358491
1974,6,-3.6622641509
1974,6,-3.4622641509
1974,6,2.1377358491
1974,6,-2.6622641509
1974,6,120.6377358491
1974,6,71.0377358491
1974,6,17.8377358491
1974,6,-0.1622641509
1974,6,-3.9622641509
1974,6,-3.9622641509
1974,6,-3.9622641509
1974,6,-3.9622641509
1974,6,-3.6622641509
1974,6,-2.6622641509
1974,6,-3.9622641509
1974,6,-3.9622641509
1974,6,-3.9622641509
1974,6,-3.9622641509
1974,6,0.6377358491
1974,6,-1.4622641509
1974,6,-3.9622641509
1974,6,-3.9622641509
1974,6,1.6377358491
1974,6,0.1377358491
1974,6,23.9377358491
1974,7,-3.9622641509
1974,7,-3.9622641509
1974,7,-3.9622641509
1974,7,-3.6622641509
1974,7,-3.9622641509
1974,7,-1.4622641509
1974,7,11.0377358491
1974,7,10.5377358491
1974,7,0.1377358491
1974,7,5.6377358491
1974,7,5.4377358491
1974,7,-0.8622641509
1974,7,-3.9622641509
1974,7,-3.1622641509
1974,7,-3.9622641509
1974,7,9.7377358491
1974,7,21.4377358491
1974,7,8.5377358491
1974,7,-0.1622641509
1974,7,137.7377358491
1974,7,3.1377358491
1974,7,0.6377358491
1974,7,4.9377358491
1974,7,-3.9622641509
1974,7,24.2377358491
1974,7,-2.6622641509
1974,7,3.8377358491
1974,7,52.1377358491
1974,7,-3.9622641509
1974,7,-2.1622641509
1974,7,13.3377358491
1974,8,-3.9622641509
1974,8,7.7377358491
1974,8,27.2377358491
1974,8,14.5377358491
1974,8,-3.9622641509
1974,8,6.0377358491
1974,8,4.4377358491
1974,8,33.6377358491
1974,8,74.3377358491
1974,8,19.4377358491
1974,8,25.7377358491
1974,8,10.7377358491
1974,8,7.9377358491
1974,8,34.4377358491
1974,8,132.7377358491
1974,8,184.5377358491
1974,8,97.8377358491
1974,8,29.6377358491
1974,8,16.4377358491
1974,8,58.0377358491
1974,8,29.9377358491
1974,8,1.9377358491
1974,8,105.3377358491
1974,8,200.8377358491
1974,8,41.7377358491
1974,8,10.7377358491
1974,8,58.3377358491
1974,8,73.0377358491
1974,8,54.5377358491
1974,8,11.8377358491
1974,8,-1.1622641509
1974,9,-3.4622641509
1974,9,-3.9622641509
1974,9,-3.9622641509
1974,9,-3.9622641509
1974,9,-3.9622641509
1974,9,-3.1622641509
1974,9,12.3377358491
1974,9,-3.9622641509
1974,9,24.2377358491
1974,9,26.2377358491
1974,9,22.7377358491
1974,9,35.9377358491
1974,9,1.3377358491
1974,9,-3.4622641509
1974,9,-3.9622641509
1974,9,-3.9622641509
1974,9,-3.9622641509
1974,9,-3.9622641509
1974,9,-0.6622641509
1974,9,-3.9622641509
1974,9,-3.9622641509
1974,9,-0.8622641509
1974,9,-3.9622641509
1974,9,22.2377358491
1974,9,114.7377358491
1974,9,-0.0622641509
1974,9,-3.6622641509
1974,9,-2.9622641509
1974,9,-3.9622641509
1974,9,23.5377358491
1975,5,3.4377358491
1975,5,3.7377358491
1975,5,-3.4622641509
1975,5,16.1377358491
1975,5,-3.4622641509
1975,5,-2.9622641509
1975,5,-3.9622641509
1975,5,-3.9622641509
1975,5,-1.9622641509
1975,5,-3.1622641509
1975,5,0.1377358491
1975,5,-3.4622641509
1975,5,-3.3622641509
1975,5,-3.9622641509
1975,5,21.2377358491
1975,5,-2.6622641509
1975,5,-2.1622641509
1975,5,19.0377358491
1975,5,23.7377358491
1975,5,-2.6622641509
1975,5,4.9377358491
1975,5,3.8377358491
1975,5,5.4377358491
1975,5,8.2377358491
1975,5,1.6377358491
1975,5,8.5377358491
1975,5,-1.9622641509
1975,5,-3.9622641509
1975,5,-3.9622641509
1975,5,-3.1622641509
1975,5,26.5377358491
1975,6,-0.6622641509
1975,6,0.1377358491
1975,6,8.2377358491
1975,6,-3.9622641509
1975,6,-3.9622641509
1975,6,-2.6622641509
1975,6,-2.4622641509
1975,6,-3.4622641509
1975,6,-0.1622641509
1975,6,2.1377358491
1975,6,-3.9622641509
1975,6,15.8377358491
1975,6,9.7377358491
1975,6,50.3377358491
1975,6,-3.9622641509
1975,6,21.5377358491
1975,6,1.1377358491
1975,6,-2.9622641509
1975,6,-3.9622641509
1975,6,-3.4622641509
1975,6,27.8377358491
1975,6,-2.9622641509
1975,6,-3.9622641509
1975,6,0.4377358491
1975,6,-3.6622641509
1975,6,17.3377358491
1975,6,-3.9622641509
1975,6,-3.9622641509
1975,6,-0.4622641509
1975,6,5.4377358491
1975,7,6.9377358491
1975,7,-3.9622641509
1975,7,-3.9622641509
1975,7,1.1377358491
1975,7,-3.4622641509
1975,7,0.8377358491
1975,7,5.4377358491
1975,7,-0.9622641509
1975,7,2.3377358491
1975,7,-0.3622641509
1975,7,-3.9622641509
1975,7,-1.8622641509
1975,7,5.1377358491
1975,7,1.9377358491
1975,7,0.6377358491
1975,7,-3.9622641509
1975,7,-3.9622641509
1975,7,-0.8622641509
1975,7,-0.3622641509
1975,7,-3.9622641509
1975,7,4.1377358491
1975,7,8.2377358491
1975,7,2.4377358491
1975,7,7.2377358491
1975,7,-0.3622641509
1975,7,-0.1622641509
1975,7,-0.3622641509
1975,7,15.1377358491
1975,7,-3.9622641509
1975,7,-3.6622641509
1975,7,8.2377358491
1975,8,7.9377358491
1975,8,15.8377358491
1975,8,17.1377358491
1975,8,-0.8622641509
1975,8,2.1377358491
1975,8,19.9377358491
1975,8,27.5377358491
1975,8,4.7377358491
1975,8,-0.1622641509
1975,8,159.6377358491
1975,8,35.4377358491
1975,8,11.2377358491
1975,8,38.0377358491
1975,8,78.2377358491
1975,8,40.2377358491
