YY,MM,RR
1975,8,34.1377358491
1975,8,15.0377358491
1975,8,12.1377358491
1975,8,17.0377358491
1975,8,20.0377358491
1975,8,19.3377358491
1975,8,53.4377358491
1975,8,-3.1622641509
1975,8,19.7377358491
1975,8,-1.9622641509
1975,8,26.6377358491
1975,8,5.7377358491
1975,8,0.4377358491
1975,8,-3.1622641509
1975,8,-3.4622641509
1975,8,-3.9622641509
1975,9,-3.9622641509
1975,9,33.1377358491
1975,9,-3.4622641509
1975,9,11.7377358491
1975,9,-3.1622641509
1975,9,15.6377358491
1975,9,3.6377358491
1975,9,32.4377358491
1975,9,5.4377358491
1975,9,-1.4622641509
1975,9,-1.4622641509
1975,9,17.0377358491
1975,9,-0.8622641509
1975,9,16.5377358491
1975,9,27.5377358491
1975,9,5.1377358491
1975,9,42.1377358491
1975,9,37.0377358491
1975,9,21.2377358491
1975,9,-0.3622641509
1975,9,-3.9622641509
1975,9,-3.9622641509
1975,9,-3.9622641509
1975,9,5.1377358491
1975,9,36.6377358491
1975,9,-3.9622641509
1975,9,31.5377358491
1975,9,3.4377358491
1975,9,3.1377358491
1975,9,40.5377358491
1976,5,-1.1622641509
1976,5,-3.9622641509
1976,5,22.9377358491
1976,5,-3.9622641509
1976,5,-3.9622641509
1976,5,-2.3622641509
1976,5,14.4377358491
1976,5,12.8377358491
1976,5,3.6377358491
1976,5,5.9377358491
1976,5,20.1377358491
1976,5,19.6377358491
1976,5,45.5377358491
1976,5,-3.4622641509
1976,5,-0.8622641509
1976,5,-3.9622641509
1976,5,-3.9622641509
1976,5,-3.9622641509
1976,5,-3.9622641509
1976,5,2.9377358491
1976,5,7.4377358491
1976,5,15.6377358491
1976,5,63.8377358491
1976,5,197.9377358491
1976,5,601.3377358491
1976,5,149.8377358491
1976,5,5.7377358491
1976,5,29.9377358491
1976,5,5.4377358491
1976,5,-3.9622641509
1976,5,-3.9622641509
1976,6,-3.9622641509
1976,6,1.1377358491
1976,6,-3.9622641509
1976,6,-3.9622641509
1976,6,-3.9622641509
1976,6,-3.9622641509
1976,6,12.0377358491
1976,6,-2.9622641509
1976,6,-3.9622641509
1976,6,-3.9622641509
1976,6,-3.9622641509
1976,6,4.9377358491
1976,6,5.1377358491
1976,6,17.4377358491
1976,6,14.0377358491
1976,6,21.9377358491
1976,6,-3.4622641509
1976,6,17.9377358491
1976,6,28.2377358491
1976,6,-3.4622641509
1976,6,-3.9622641509
1976,6,5.4377358491
1976,6,1.1377358491
1976,6,11.5377358491
1976,6,134.7377358491
1976,6,35.4377358491
1976,6,23.4377358491
1976,6,105.7377358491
1976,6,329.7377358491
1976,6,381.4377358491
1976,7,72.9377358491
1976,7,-1.5622641509
1976,7,-3.9622641509
1976,7,-3.9622641509
1976,7,-3.9622641509
1976,7,-3.9622641509
1976,7,1.1377358491
1976,7,-3.9622641509
1976,7,-3.9622641509
1976,7,9.5377358491
1976,7,1.9377358491
1976,7,3.9377358491
1976,7,-3.9622641509
1976,7,2.9377358491
1976,7,8.0377358491
1976,7,-3.9622641509
1976,7,0.6377358491
1976,7,6.2377358491
1976,7,11.2377358491
1976,7,-0.5622641509
1976,7,-3.9622641509
1976,7,16.4377358491
1976,7,48.0377358491
1976,7,21.7377358491
1976,7,12.0377358491
1976,7,7.9377358491
1976,7,17.3377358491
1976,7,35.6377358491
1976,7,9.7377358491
1976,7,-2.6622641509
1976,7,7.4377358491
1976,8,5.7377358491
1976,8,6.2377358491
1976,8,20.0377358491
1976,8,-1.4622641509
1976,8,-3.4622641509
1976,8,5.7377358491
1976,8,76.9377358491
1976,8,86.9377358491
1976,8,65.9377358491
1976,8,71.1377358491
1976,8,-0.8622641509
1976,8,-2.1622641509
1976,8,-3.9622641509
1976,8,-3.9622641509
1976,8,-1.6622641509
1976,8,54.2377358491
1976,8,18.6377358491
1976,8,-1.4622641509
1976,8,-2.1622641509
1976,8,13.8377358491
1976,8,0.1377358491
1976,8,45.7377358491
1976,8,-0.8622641509
1976,8,-2.9622641509
1976,8,35.7377358491
1976,8,40.0377358491
1976,8,4.2377358491
1976,8,15.3377358491
1976,8,9.7377358491
1976,8,1.1377358491
1976,8,1.6377358491
1976,9,15.4377358491
1976,9,8.2377358491
1976,9,21.7377358491
1976,9,4.1377358491
1976,9,0.8377358491
1976,9,-3.9622641509
1976,9,-3.9622641509
1976,9,-3.9622641509
1976,9,11.2377358491
1976,9,-3.9622641509
1976,9,11.0377358491
1976,9,0.4377358491
1976,9,-1.9622641509
1976,9,28.1377358491
1976,9,28.6377358491
1976,9,-3.3622641509
1976,9,25.7377358491
1976,9,-1.8622641509
1976,9,16.7377358491
1976,9,13.7377358491
1976,9,13.6377358491
1976,9,15.8377358491
1976,9,5.2377358491
1976,9,8.3377358491
1976,9,-2.4622641509
1976,9,-3.9622641509
1976,9,-3.9622641509
1976,9,-3.9622641509
1976,9,39.9377358491
1976,9,22.4377358491
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,16.8377358491
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-3.9622641509
1977,5,-2.6622641509
1977,5,23.8377358491
1977,5,9.4377358491
1977,5,-3.9622641509
1977,5,-1.3622641509
1977,5,-3.9622641509
1977,5,19.0377358491
1977,5,61.1377358491
1977,5,12.0377358491
1977,5,11.7377358491
1977,5,30.1377358491
1977,5,38.8377358491
1977,5,-3.1622641509
1977,5,14.0377358491
1977,5,9.4377358491
1977,6,5.8377358491
1977,6,2.6377358491
1977,6,-3.9622641509
1977,6,9.4377358491
1977,6,-2.7622641509
1977,6,17.0377358491
1977,6,-2.9622641509
1977,6,-3.9622641509
1977,6,6.2377358491
1977,6,-3.9622641509
1977,6,5.0377358491
1977,6,-1.9622641509
1977,6,-3.1622641509
1977,6,2.1377358491
1977,6,5.4377358491
1977,6,-3.9622641509
1977,6,18.3377358491
1977,6,-1.1622641509
1977,6,-3.4622641509
1977,6,-3.9622641509
1977,6,-3.1622641509
1977,6,-2.9622641509
1977,6,-3.9622641509
1977,6,-2.7622641509
1977,6,-3.9622641509
1977,6,6.0377358491
1977,6,3.6377358491
1977,6,16.6377358491
1977,6,-1.9622641509
1977,6,-3.9622641509
1977,7,10.5377358491
1977,7,34.0377358491
1977,7,7.9377358491
1977,7,-3.9622641509
1977,7,-3.9622641509
1977,7,1.0377358491
1977,7,12.2377358491
1977,7,23.6377358491
1977,7,14.7377358491
1977,7,-3.9622641509
1977,7,-3.9622641509
1977,7,8.7377358491
1977,7,10.4377358491
1977,7,-3.9622641509
1977,7,-3.9622641509
1977,7,-3.9622641509
1977,7,1.8377358491
1977,7,48.7377358491
1977,7,17.1377358491
1977,7,-3.9622641509
1977,7,5.2377358491
1977,7,10.0377358491
1977,7,212.0377358491
1977,7,38.8377358491
1977,7,66.6377358491
1977,7,6.4377358491
1977,7,-3.9622641509
1977,7,-3.1622641509
1977,7,7.4377358491
1977,7,3.6377358491
1977,7,69.1377358491
1977,8,22.5377358491
1977,8,-2.9622641509
1977,8,-3.9622641509
1977,8,-0.4622641509
1977,8,-3.4622641509
1977,8,1.0377358491
1977,8,4.1377358491
1977,8,3.0377358491
1977,8,3.5377358491
1977,8,-3.9622641509
1977,8,-3.9622641509
1977,8,-3.9622641509
1977,8,9.2377358491
1977,8,61.2377358491
1977,8,47.5377358491
1977,8,41.7377358491
1977,8,-1.9622641509
1977,8,25.7377358491
1977,8,76.2377358491
1977,8,211.8377358491
1977,8,87.8377358491
1977,8,14.0377358491
1977,8,-1.7622641509
1977,8,20.5377358491
1977,8,-3.9622641509
1977,8,-1.6622641509
1977,8,-2.7622641509
1977,8,-1.5622641509
1977,8,26.0377358491
1977,8,20.2377358491
1977,8,21.2377358491
1977,9,11.1377358491
1977,9,4.6377358491
1977,9,23.8377358491
1977,9,1.4377358491
1977,9,7.2377358491
1977,9,2.2377358491
1977,9,-3.9622641509
1977,9,16.3377358491
1977,9,11.6377358491
1977,9,15.2377358491
1977,9,31.9377358491
1977,9,30.6377358491
1977,9,7.7377358491
1977,9,11.0377358491
1977,9,355.1377358491
1977,9,112.2377358491
1977,9,63.3377358491
1977,9,111.0377358491
1977,9,114.8377358491
1977,9,81.2377358491
1977,9,-3.9622641509
1977,9,8.7377358491
1977,9,73.6377358491
1977,9,-1.3622641509
1977,9,8.6377358491
1977,9,21.0377358491
1977,9,27.8377358491
1977,9,-1.9622641509
1977,9,7.0377358491
1977,9,13.8377358491
1978,5,-3.9622641509
1978,5,-2.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,11.5377358491
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.4622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,-3.9622641509
1978,5,8.2377358491
1978,5,-3.9622641509
1978,5,24.8377358491
1978,5,-2.9622641509
1978,5,-3.9622641509
1978,5,37.4377358491
1978,5,36.0377358491
1978,5,13.3377358491
1978,5,26.0377358491
1978,5,24.0377358491
1978,5,26.2377358491
1978,5,13.2377358491
1978,5,-1.1622641509
1978,6,14.8377358491
1978,6,33.9377358491
1978,6,17.9377358491
1978,6,-3.9622641509
1978,6,-3.9622641509
1978,6,-3.9622641509
1978,6,3.0377358491
1978,6,-3.9622641509
1978,6,-3.9622641509
1978,6,8.8377358491
1978,6,49.4377358491
1978,6,1.7377358491
1978,6,-3.6622641509
1978,6,15.1377358491
1978,6,27.5377358491
1978,6,5.8377358491
1978,6,-0.1622641509
1978,6,5.4377358491
1978,6,31.6377358491
1978,6,-2.1622641509
1978,6,15.0377358491
1978,6,35.1377358491
1978,6,60.6377358491
1978,6,10.0377358491
1978,6,-2.9622641509
1978,6,-3.9622641509
1978,6,-3.9622641509
1978,6,-3.9622641509
1978,6,12.2377358491
1978,6,-2.5622641509
1978,7,-3.9622641509
1978,7,-3.9622641509
1978,7,29.2377358491
1978,7,20.6377358491
1978,7,25.2377358491
1978,7,4.0377358491
1978,7,1.2377358491
1978,7,16.8377358491
1978,7,4.3377358491
1978,7,-3.9622641509
1978,7,86.0377358491
1978,7,-0.3622641509
1978,7,-1.7622641509
1978,7,-3.3622641509
1978,7,-2.5622641509
1978,7,-1.5622641509
1978,7,29.4377358491
1978,7,6.4377358491
1978,7,18.9377358491
1978,7,18.1377358491
1978,7,-2.6622641509
1978,7,-2.9622641509
1978,7,-0.5622641509
1978,7,-1.5622641509
1978,7,4.6377358491
1978,7,34.4377358491
1978,7,143.2377358491
1978,7,19.9377358491
1978,7,18.0377358491
1978,7,27.8377358491
1978,7,11.6377358491
1978,8,36.4377358491
1978,8,-1.3622641509
1978,8,38.4377358491
1978,8,37.3377358491
1978,8,12.5377358491
1978,8,12.8377358491
1978,8,7.8377358491
1978,8,8.2377358491
1978,8,14.7377358491
1978,8,15.3377358491
1978,8,6.6377358491
1978,8,40.7377358491
1978,8,37.8377358491
1978,8,8.0377358491
1978,8,29.2377358491
1978,8,-0.7622641509
1978,8,5.0377358491
1978,8,5.4377358491
1978,8,1.4377358491
1978,8,-3.6622641509
1978,8,38.2377358491
1978,8,25.4377358491
1978,8,530.2377358491
1978,8,281.6377358491
1978,8,34.0377358491
1978,8,3.6377358491
1978,8,-0.6622641509
1978,8,1.5377358491
1978,8,3.9377358491
1978,8,59.0377358491
1978,8,0.6377358491
1978,9,32.1377358491
1978,9,7.1377358491
1978,9,0.1377358491
1978,9,71.2377358491
1978,9,11.7377358491
1978,9,-2.8622641509
1978,9,14.2377358491
1978,9,26.8377358491
1978,9,68.9377358491
1978,9,17.0377358491
1978,9,-3.1622641509
1978,9,0.8377358491
1978,9,7.2377358491
1978,9,-3.9622641509
1978,9,-3.9622641509
1978,9,62.3377358491
1978,9,24.4377358491
1978,9,3.8377358491
1978,9,3.0377358491
1978,9,54.7377358491
1978,9,6.6377358491
1978,9,14.6377358491
1978,9,6.5377358491
1978,9,-3.9622641509
1978,9,26.4377358491
1978,9,1.5377358491
1978,9,6.0377358491
1978,9,11.9377358491
1978,9,5.4377358491
1978,9,-2.1622641509
1979,5,-3.9622641509
1979,5,-3.9622641509
1979,5,2.4377358491
1979,5,-3.9622641509
1979,5,-3.9622641509
1979,5,-3.1622641509
1979,5,-3.9622641509
1979,5,-3.9622641509
1979,5,-3.9622641509
1979,5,-3.9622641509
1979,5,-3.9622641509
1979,5,-3.9622641509
1979,5,-2.8622641509
1979,5,17.4377358491
1979,5,4.7377358491
1979,5,28.4377358491
1979,5,46.8377358491
1979,5,56.6377358491
1979,5,-2.4622641509
1979,5,13.2377358491
1979,5,1.0377358491
1979,5,44.2377358491
1979,5,12.4377358491
1979,5,4.4377358491
1979,5,20.2377358491
1979,5,13.0377358491
1979,5,37.2377358491
1979,5,1.6377358491
1979,5,9.2377358491
1979,5,3.0377358491
1979,5,19.0377358491
1979,6,12.0377358491
1979,6,21.3377358491
1979,6,20.6377358491
1979,6,-3.9622641509
1979,6,-3.9622641509
1979,6,3.6377358491
1979,6,1.0377358491
1979,6,-0.1622641509
1979,6,35.1377358491
1979,6,14.4377358491
1979,6,-1.7622641509
1979,6,20.4377358491
1979,6,-3.9622641509
1979,6,7.4377358491
1979,6,-3.9622641509
1979,6,-3.9622641509
1979,6,-3.2622641509
1979,6,-3.9622641509
1979,6,-3.9622641509
1979,6,-3.9622641509
1979,6,-3.9622641509
1979,6,4.6377358491
1979,6,-3.9622641509
1979,6,-3.9622641509
1979,6,15.4377358491
1979,6,-0.8622641509
1979,6,10.8377358491
1979,6,9.5377358491
1979,6,-2.7622641509
1979,6,-3.9622641509
1979,7,-2.7622641509
1979,7,3.9377358491
1979,7,279.9377358491
1979,7,42.0377358491
1979,7,-0.9622641509
1979,7,-2.7622641509
1979,7,5.0377358491
1979,7,6.6377358491
1979,7,5.1377358491
1979,7,-3.9622641509
1979,7,9.8377358491
1979,7,-3.9622641509
1979,7,-3.0622641509
1979,7,4.3377358491
1979,7,-2.8622641509
1979,7,1.0377358491
1979,7,-3.9622641509
1979,7,-3.9622641509
1979,7,-3.9622641509
1979,7,34.8377358491
1979,7,-3.9622641509
1979,7,0.8377358491
1979,7,0.3377358491
1979,7,-0.1622641509
1979,7,19.5377358491
1979,7,28.2377358491
1979,7,-3.7622641509
1979,7,17.2377358491
1979,7,19.0377358491
1979,7,15.2377358491
1979,7,10.7377358491
1979,8,29.6377358491
1979,8,-0.1622641509
1979,8,10.6377358491
1979,8,-3.9622641509
1979,8,0.5377358491
1979,8,2.9377358491
1979,8,10.5377358491
1979,8,28.0377358491
1979,8,65.6377358491
1979,8,17.2377358491
1979,8,75.0377358491
1979,8,66.7377358491
1979,8,92.1377358491
1979,8,281.4377358491
1979,8,71.8377358491
1979,8,77.3377358491
1979,8,7.0377358491
1979,8,0.3377358491
1979,8,-3.9622641509
1979,8,-3.5622641509
1979,8,42.8377358491
1979,8,13.1377358491
1979,8,11.4377358491
1979,8,2.8377358491
1979,8,-3.9622641509
1979,8,-2.1622641509
1979,8,13.2377358491
1979,8,16.5377358491
1979,8,24.1377358491
1979,8,-0.3622641509
1979,8,12.4377358491
1979,9,-1.9622641509
1979,9,-2.5622641509
1979,9,7.0377358491
1979,9,-3.5622641509
1979,9,-0.2622641509
1979,9,6.2377358491
1979,9,-3.9622641509
1979,9,-0.5622641509
1979,9,0.4377358491
1979,9,30.9377358491
1979,9,1.9377358491
1979,9,-3.1622641509
1979,9,-3.9622641509
1979,9,-3.9622641509
1979,9,-0.0622641509
1979,9,17.5377358491
1979,9,20.5377358491
1979,9,-3.9622641509
1979,9,4.9377358491
1979,9,-1.9622641509
1979,9,-2.7622641509
1979,9,-3.9622641509
1979,9,11.8377358491
1979,9,40.2377358491
1979,9,0.8377358491
1979,9,-3.9622641509
1979,9,31.9377358491
1979,9,1.4377358491
1979,9,0.0377358491
1979,9,-3.9622641509
1980,5,0.8377358491
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,12.6377358491
1980,5,-3.9622641509
1980,5,4.2377358491
1980,5,-2.7622641509
1980,5,77.6377358491
1980,5,726.3377358491
1980,5,18.3377358491
1980,5,1.1377358491
1980,5,35.2377358491
1980,5,-3.2622641509
1980,5,5.3377358491
1980,5,-3.7622641509
1980,5,1.7377358491
1980,5,-3.9622641509
1980,5,-3.9622641509
1980,5,74.9377358491
1980,5,-3.7622641509
1980,5,-3.9622641509
1980,5,5.2377358491
1980,5,4.0377358491
1980,5,12.4377358491
1980,5,-1.4622641509
1980,6,-1.7622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,37.2377358491
1980,6,-3.4622641509
1980,6,10.2377358491
1980,6,7.2377358491
1980,6,-2.1622641509
1980,6,-2.5622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,-3.3622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,-3.1622641509
1980,6,-0.5622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,-3.1622641509
1980,6,-3.9622641509
1980,6,-3.7622641509
1980,6,-3.3622641509
1980,6,4.2377358491
1980,6,-3.8622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,-3.9622641509
1980,6,-2.8622641509
1980,7,12.8377358491
1980,7,3.4377358491
1980,7,-0.3622641509
1980,7,20.8377358491
1980,7,-3.9622641509
1980,7,-3.9622641509
1980,7,-3.9622641509
1980,7,-1.5622641509
1980,7,112.3377358491
1980,7,124.3377358491
1980,7,9.3377358491
1980,7,-0.8622641509
1980,7,-3.9622641509
1980,7,-1.1622641509
1980,7,-2.8622641509
1980,7,2.0377358491
1980,7,-3.5622641509
1980,7,-3.5622641509
1980,7,46.8377358491
1980,7,149.7377358491
1980,7,161.3377358491
1980,7,-3.9622641509
1980,7,-3.9622641509
1980,7,31.0377358491
1980,7,532.3377358491
1980,7,18.9377358491
1980,7,-3.9622641509
1980,7,20.3377358491
1980,7,-2.3622641509
1980,7,2.4377358491
1980,7,-3.6622641509
1980,8,-3.9622641509
1980,8,-3.9622641509
1980,8,-3.9622641509
1980,8,-3.9622641509
1980,8,-0.3622641509
1980,8,-2.9622641509
1980,8,-1.9622641509
1980,8,-3.9622641509
1980,8,-3.7622641509
1980,8,-3.1622641509
1980,8,3.8377358491
1980,8,20.7377358491
1980,8,12.8377358491
1980,8,-0.9622641509
1980,8,-1.3622641509
1980,8,3.0377358491
1980,8,1.4377358491
1980,8,-3.9622641509
1980,8,24.7377358491
1980,8,2.8377358491
1980,8,-3.9622641509
1980,8,-3.9622641509
1980,8,31.3377358491
1980,8,14.8377358491
1980,8,-2.0622641509
1980,8,16.1377358491
1980,8,3.0377358491
1980,8,24.2377358491
1980,8,2.3377358491
1980,8,-3.9622641509
1980,8,5.6377358491
1980,9,-2.7622641509
1980,9,-3.9622641509
1980,9,-0.5622641509
1980,9,13.0377358491
1980,9,1.4377358491
1980,9,20.6377358491
1980,9,13.0377358491
1980,9,19.0377358491
1980,9,1.6377358491
1980,9,19.1377358491
1980,9,62.4377358491
1980,9,94.1377358491
1980,9,11.0377358491
1980,9,12.1377358491
1980,9,31.7377358491
1980,9,1.9377358491
1980,9,68.6377358491
1980,9,5.9377358491
1980,9,-2.7622641509
1980,9,20.2377358491
1980,9,18.8377358491
1980,9,5.4377358491
1980,9,-3.9622641509
1980,9,15.0377358491
1980,9,3.2377358491
1980,9,0.2377358491
1980,9,-3.3622641509
1980,9,25.0377358491
1980,9,0.6377358491
1980,9,-3.9622641509
1981,5,-3.9622641509
1981,5,-3.9622641509
1981,5,11.0377358491
1981,5,-3.9622641509
1981,5,-3.9622641509
1981,5,-3.3622641509
1981,5,-3.9622641509
1981,5,2.4377358491
1981,5,-1.5622641509
1981,5,5.6377358491
1981,5,12.2377358491
1981,5,-1.7622641509
1981,5,41.2377358491
1981,5,2.5377358491
1981,5,-3.7622641509
1981,5,25.0377358491
1981,5,6.8377358491
1981,5,-0.4622641509
1981,5,-3.9622641509
1981,5,6.0377358491
1981,5,12.2377358491
1981,5,-3.9622641509
1981,5,-3.7622641509
1981,5,-3.3622641509
1981,5,4.0377358491
1981,5,25.8377358491
1981,5,-3.9622641509
1981,5,-3.9622641509
1981,5,-0.7622641509
1981,5,1.4377358491
1981,5,23.2377358491
1981,6,-3.9622641509
1981,6,2.1377358491
1981,6,13.2377358491
1981,6,-3.9622641509
1981,6,-3.9622641509
1981,6,-1.9622641509
1981,6,8.0377358491
1981,6,5.2377358491
1981,6,15.3377358491
1981,6,43.4377358491
1981,6,48.7377358491
1981,6,122.0377358491
1981,6,69.8377358491
1981,6,30.0377358491
1981,6,9.6377358491
1981,6,32.4377358491
1981,6,28.1377358491
1981,6,22.4377358491
1981,6,-1.3622641509
1981,6,18.0377358491
1981,6,33.4377358491
1981,6,-3.5622641509
1981,6,-3.9622641509
1981,6,0.4377358491
1981,6,-3.9622641509
1981,6,38.2377358491
1981,6,0.0377358491
1981,6,-3.7622641509
1981,6,-3.9622641509
1981,6,4.1377358491
1981,7,-2.4622641509
1981,7,-3.9622641509
1981,7,-0.3622641509
1981,7,106.2377358491
1981,7,37.4377358491
1981,7,-3.9622641509
1981,7,-3.9622641509
1981,7,2.4377358491
1981,7,11.2377358491
1981,7,10.3377358491
1981,7,2.8377358491
1981,7,-3.9622641509
1981,7,4.7377358491
1981,7,37.8377358491
1981,7,-1.3622641509
1981,7,8.8377358491
1981,7,5.7377358491
1981,7,67.3377358491
1981,7,11.5377358491
1981,7,62.0377358491
1981,7,2.0377358491
1981,7,-3.9622641509
1981,7,-3.9622641509
1981,7,-0.9622641509
1981,7,-3.9622641509
1981,7,10.2377358491
1981,7,-1.7622641509
1981,7,7.4377358491
1981,7,-3.9622641509
1981,7,-3.3622641509
1981,7,-3.9622641509
1981,8,23.0377358491
1981,8,35.3377358491
1981,8,65.7377358491
1981,8,5.2377358491
1981,8,72.2377358491
1981,8,68.8377358491
1981,8,13.8377358491
1981,8,2.4377358491
1981,8,4.3377358491
1981,8,-2.1622641509
1981,8,4.2377358491
1981,8,13.5377358491
1981,8,1.8377358491
1981,8,33.0377358491
1981,8,0.6377358491
1981,8,8.9377358491
1981,8,5.9377358491
1981,8,90.1377358491
1981,8,79.7377358491
1981,8,91.2377358491
1981,8,28.2377358491
1981,8,20.0377358491
1981,8,181.8377358491
1981,8,66.0377358491
1981,8,24.6377358491
1981,8,43.9377358491
1981,8,19.2377358491
1981,8,0.5377358491
1981,8,32.8377358491
1981,8,11.0377358491
1981,8,-3.9622641509
1981,9,-3.9622641509
1981,9,-3.9622641509
1981,9,-3.9622641509
1981,9,-2.7622641509
1981,9,-3.9622641509
1981,9,27.2377358491
1981,9,-1.8622641509
1981,9,-3.1622641509
1981,9,1.0377358491
1981,9,-3.9622641509
1981,9,-3.9622641509
1981,9,-3.9622641509
1981,9,15.2377358491
1981,9,-3.6622641509
1981,9,1.5377358491
1981,9,-3.9622641509
1981,9,14.3377358491
1981,9,31.1377358491
1981,9,177.6377358491
1981,9,224.8377358491
1981,9,0.4377358491
1981,9,0.5377358491
1981,9,-2.1622641509
1981,9,-3.9622641509
1981,9,8.3377358491
1981,9,2.2377358491
1981,9,-3.9622641509
1981,9,-2.8622641509
1981,9,-0.9622641509
1981,9,68.3377358491
1982,5,-3.9622641509
1982,5,-3.9622641509
1982,5,-3.9622641509
1982,5,3.8377358491
1982,5,-1.9622641509
1982,5,-3.9622641509
1982,5,-3.9622641509
1982,5,16.8377358491
1982,5,-1.5622641509
1982,5,9.8377358491
1982,5,3.6377358491
1982,5,-3.9622641509
1982,5,-3.9622641509
1982,5,10.4377358491
1982,5,-3.9622641509
1982,5,3.2377358491
1982,5,3.8377358491
1982,5,6.0377358491
1982,5,22.6377358491
1982,5,18.2377358491
1982,5,-3.9622641509
1982,5,-3.9622641509
1982,5,1.6377358491
1982,5,-1.5622641509
1982,5,-3.9622641509
1982,5,44.0377358491
1982,5,11.6377358491
1982,5,-0.1622641509
1982,5,-0.9622641509
1982,5,1.8377358491
1982,5,-1.8622641509
1982,6,-3.9622641509
1982,6,-0.3622641509
1982,6,70.2377358491
1982,6,36.2377358491
1982,6,-0.3622641509
1982,6,12.4377358491
1982,6,-3.9622641509
1982,6,-0.3622641509
1982,6,6.8377358491
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-1.7622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,-3.9622641509
1982,6,0.4377358491
1982,6,44.2377358491
1982,6,20.2377358491
1982,6,-0.3622641509
1982,6,2.8377358491
1982,6,9.4377358491
1982,6,16.4377358491
1982,6,62.4377358491
1982,7,97.8377358491
1982,7,160.4377358491
1982,7,112.0377358491
1982,7,11.4377358491
1982,7,23.7377358491
1982,7,-3.5622641509
1982,7,-2.7622641509
1982,7,-3.9622641509
1982,7,18.8377358491
1982,7,12.8377358491
1982,7,16.8377358491
1982,7,-0.2622641509
1982,7,-3.9622641509
1982,7,6.2377358491
1982,7,45.9377358491
1982,7,6.1377358491
1982,7,-3.9622641509
1982,7,20.2377358491
1982,7,12.8377358491
1982,7,-2.9622641509
1982,7,-2.0622641509
1982,7,14.9377358491
1982,7,2.0377358491
1982,7,9.4377358491
1982,7,-0.3622641509
1982,7,13.5377358491
1982,7,45.4377358491
1982,7,233.3377358491
1982,7,107.6377358491
1982,7,57.2377358491
1982,7,18.8377358491
1982,8,-3.9622641509
1982,8,-2.7622641509
1982,8,3.0377358491
1982,8,28.4377358491
1982,8,102.8377358491
1982,8,138.5377358491
1982,8,89.9377358491
1982,8,38.3377358491
1982,8,3.2377358491
1982,8,9.8377358491
1982,8,14.9377358491
1982,8,16.4377358491
1982,8,15.7377358491
1982,8,47.8377358491
1982,8,-1.3622641509
1982,8,-3.9622641509
1982,8,-3.7622641509
1982,8,5.0377358491
1982,8,-3.9622641509
1982,8,-0.1622641509
1982,8,-2.9622641509
1982,8,-3.9622641509
1982,8,-3.9622641509
1982,8,83.6377358491
1982,8,64.7377358491
1982,8,5.1377358491
1982,8,24.8377358491
1982,8,21.4377358491
1982,8,64.8377358491
1982,8,26.2377358491
1982,8,24.2377358491
1982,9,52.8377358491
1982,9,24.0377358491
1982,9,-0.3622641509
1982,9,0.6377358491
1982,9,-1.9622641509
1982,9,-3.0622641509
1982,9,-0.9622641509
1982,9,-3.9622641509
1982,9,0.6377358491
1982,9,1.0377358491
1982,9,-3.9622641509
1982,9,8.2377358491
1982,9,-3.7622641509
1982,9,-3.9622641509
1982,9,-1.5622641509
1982,9,-1.5622641509
1982,9,4.8377358491
1982,9,-3.9622641509
1982,9,-3.1622641509
1982,9,120.6377358491
1982,9,92.0377358491
1982,9,1.5377358491
1982,9,-3.9622641509
1982,9,-3.9622641509
1982,9,28.8377358491
1982,9,14.8377358491
1982,9,-3.9622641509
1982,9,-1.3622641509
1982,9,8.8377358491
1982,9,11.2377358491
1983,5,-3.9622641509
1983,5,-3.9622641509
1983,5,-3.9622641509
1983,5,-3.9622641509
1983,5,-3.9622641509
1983,5,-3.9622641509
1983,5,-3.9622641509
1983,5,-3.9622641509
